-0.8,-0.45,-10
-0.8,0.4,10
-0.5,0,0
-0.5,0,45
0,0.5,-180
0,0.5,-90
0,0.5,0
0,0.5,60
0.5,1,-45
0.9,0.55,-180
0.9,0.55,-45
0.9,-0.6,-180
0.5,-1,-135
0.5,-1,120
0,-0.5,0
0,-0.5,90
0,-0.5,-180
0,-0.5,135
-0.5,0,0
